state,IM,record,ecu,Vult,Vbmax,ect,ecb,uindex,convergence
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006290653367303206,149.05444481890314,150.04047406566514,-0.0030382966771816985,-0.12569052927278312,675.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.01730093105831049,176.67324747500692,153.05186246667088,-0.00423029285846409,-0.12305071377655599,1110.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007467658087046384,168.44742943752394,150.04047406566514,-0.15048070948078873,-0.13040829308270385,952.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006624341177639404,212.21320099808494,150.04047406566514,-0.0062735161685645415,-0.14024304011272465,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007238749394005854,197.66218639048685,150.04047406566514,-0.0021714589718921655,-0.11622611150713438,950.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0045516295705723625,156.4321219033978,150.04047406566514,-0.002294887996188886,-0.15714165253505047,947.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0038431242264316693,236.73999262472284,150.04047406566514,-0.002838649050762203,-0.142818393230144,946.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006232690315377338,223.66561065772578,150.04047406566514,-0.14417208556810246,-0.12684610633884955,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0056821629787991695,154.98380955207222,150.04047406566514,-0.002797601890484659,-0.14437226192625754,949.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.011336233938663691,207.05272958348087,153.05186246667088,-0.003077711528586868,-0.15991562366130418,1108.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.010154610552792976,146.88076483390682,153.05186246667088,-0.0031260554604831117,-0.16150581076768522,671.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006561122233295898,187.1469865973964,150.04047406566514,-0.005816472917779935,-0.11776603335950478,950.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.00952396967237659,221.3144182311667,153.36550370588094,-0.002280668619650545,-0.11626664955108088,1063.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0055128212125001175,154.55993117042718,150.04047406566514,-0.002783541539533131,-0.14467221837624777,949.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005749945410236339,131.6035517309162,150.04047406566514,-0.09233425799259917,-0.14483656475501383,569.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006791657731946379,145.6731599918783,150.04047406566514,-0.0021926587982458584,-0.11519063436195776,670.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.009725031988787351,175.16514017093095,152.89360398700455,-0.006052787388137143,-0.14294856033956116,1064.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.008809202119787786,204.50566837032778,152.90315589181841,-0.0021623173717210164,-0.15201291587374133,956.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.00671776435586236,311.15450223082007,150.04047406566514,-0.001410412331693377,-0.035064985164135976,950.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.003162723346917725,132.52419420834903,150.04047406566514,-0.09309911931683823,-0.11327059046891225,570.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005287546830038278,201.2034494434758,150.04047406566514,-0.0027616955374324494,-0.14511228348405034,948.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.00686511354395615,150.73361503937005,150.04047406566514,-0.0021932397587641375,-0.16118840130049727,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0043299752008117785,143.33496691944939,150.04047406566514,-0.002310478105464567,-0.15693813562056247,668.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006996533348519213,167.98992874885158,150.04047406566514,-0.0042553055118223,-0.14097946799821287,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006699387129985096,212.73409527922624,150.04047406566514,-0.0030462483689086823,-0.14614198542942278,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006945922495603628,180.22982600499014,150.04047406566514,-0.004646616898729323,-0.14096377135521476,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.002842446240958002,138.45176410094004,150.04047406566514,-0.09581328468937388,-0.1119942619142092,574.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.008032959623090164,151.74423640154197,151.2046678056762,-0.0021990009973913297,-0.11839211121001532,953.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.009271996618585793,192.6453378735067,153.25622813515446,-0.0023385359686917883,-0.16247947183138256,1062.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.004409395372729194,111.63266556174916,150.04047406566514,-0.00229843419691828,-0.15710175362852707,482.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.004583681025225803,162.57091547590238,150.04047406566514,-0.001714036173690801,-0.13311222786114452,947.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0037519999997951033,158.11887752348918,150.04047406566514,-0.0030086918306339804,-0.14255670803066534,945.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.008540776630045504,232.4039333612685,152.2692643799693,-0.002134509713185572,-0.11659552175407889,954.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.008153949317570418,124.6922608894303,151.38282115564436,-0.0021802352002508706,-0.15136719514788907,567.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0064745233039001995,140.8215297944,150.04047406566514,-0.0031711649282347887,-0.16078780557560013,576.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005563784226316973,158.62796312668618,150.04047406566514,-0.0027883798648178793,-0.1446578514556831,949.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007813788445708828,105.40517664038508,150.39593282612503,-0.0031569299605939093,-0.14568247220577668,476.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.010357363637270472,142.00698461890897,153.05186246667088,-0.0030771542926441194,-0.10602784962897108,578.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0039644162495421475,224.60632783866538,150.04047406566514,-0.0023580299142519053,-0.1570772333457797,946.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.00616066557948736,181.91021952455174,150.04047406566514,-0.002989887103924688,-0.1437394682596848,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.004778971744409211,254.02777880873592,150.04047406566514,-0.0017437347096423284,-0.12005195783620977,948.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.011550404705055297,195.61672745703902,153.05186246667088,-0.003086775107188842,-0.11880480466965651,1108.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.003928805680291361,160.58015672027855,150.04047406566514,-0.0027795098997839226,-0.14256721344313467,946.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005088889452721348,152.50771497584637,150.04047406566514,-0.0029041456502197135,-0.12317908311735057,948.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.004453942686256409,137.16486113933826,150.04047406566514,-0.0026398376481020693,-0.1431812870863455,573.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006000459875707619,208.9851376619155,150.04047406566514,-0.003018904838860115,-0.14403578939227377,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007766793390399533,206.8278510980596,150.39593282616548,-0.0031380322286688063,-0.14575081305218146,952.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.008226623417540855,146.6424922672698,151.38282115564436,-0.1114056121693549,-0.15683780193221494,671.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0046263865960739494,177.3519703898553,150.04047406566514,-0.0017229903069831535,-0.11994607678982655,947.0,FAILED
1.0,40.0,RSN126_GAZLI_GAZ000,-0.009093935551206411,268.98090920134143,153.12998138210918,-0.002232386986273132,-0.15195915201251436,958.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007914295195825736,183.65508957470806,150.5991122470677,-0.14725800305686904,-0.1276852704212708,952.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005715416993372241,134.80689707625507,150.04047406566514,-0.0027994236897554282,-0.14436317563751275,571.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.00640065157796969,144.85544487933632,150.04047406566514,-0.003483405281718409,-0.14394035162838736,669.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006072595454988294,200.35871826998826,150.04047406566514,-0.0030730551106849906,-0.1432640477347181,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005905093469707876,126.39008944095066,150.04047406566514,-0.0029761048036652904,-0.14414460413097513,567.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.004145746119535462,165.74019080072472,150.04047406566514,-0.0028209504733912425,-0.1425464639888605,946.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005950314149257116,173.57658491481274,150.04047406566514,-0.0029865055078684495,-0.14415636553577366,949.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007116548480484416,174.305259341217,150.04047406566514,-0.0021863402639587678,-0.16079965025733978,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0061043884167373275,190.73187396235775,150.04047406566514,-0.002969727094857537,-0.14374066536643476,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007583070394763902,183.10794879277242,150.04047406566514,-0.003040680478565384,-0.1466434922246437,952.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007405108927897732,241.44162754685885,150.04047406566514,-0.0034132465117389017,-0.1452772704486243,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.006354313602045804,172.31074805165133,150.04047406566514,-0.08851397909394884,-0.14081718928791973,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.004740956132446217,129.59580316991068,150.04047406566514,-0.0026319084184331263,-0.143272242688269,568.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.007662931432579702,164.34180086848718,150.30820000408005,-0.1469483868020029,-0.1274527526030448,952.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0043574169029312335,153.93440434332916,150.04047406566514,-0.0027639466957735965,-0.14237743312161655,947.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005644897386980019,216.51332835428522,150.04047406566514,-0.00279658048654095,-0.14470217461652846,949.0,0.0
