state,IM,record,ecu,Vult,Vbmax,ect,ecb,uindex,convergence
1.0,40.0,RSN126_GAZLI_GAZ000,-0.002456743095672835,98.59794843492757,150.04047406566514,-0.13968633936910904,-0.13152533209069708,471.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0031908018235932804,115.6473259962344,150.04047406566514,-0.09283588762633006,-0.11345903292090034,564.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.0031908018235932804,115.6473259962344,150.04047406566514,-0.09283588762633006,-0.11345903292090034,564.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005999999999999998,170.00000000000006,150.04047406566514,-0.003018904838860115,-0.14403578939227377,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005999999999999998,170.00000000000006,150.04047406566514,-0.003018904838860115,-0.14403578939227377,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.005999999999999998,170.00000000000006,150.04047406566514,-0.003018904838860115,-0.14403578939227377,950.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.011282430558303694,249.89769327602986,153.05186246667088,-0.004476580076573446,-0.14725664135490846,1108.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.011282430558303694,249.89769327602986,153.05186246667088,-0.004476580076573446,-0.14725664135490846,1108.0,0.0
1.0,40.0,RSN126_GAZLI_GAZ000,-0.014653546829299436,293.1095469909637,153.05186246667088,-0.0037929879533312597,-0.1507749100092758,1110.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.002456743095672835,98.59794843492757,146.68892053267535,-0.0023525482669473586,-0.13282957195748252,474.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.0031908018235932804,115.6473259962344,146.68892053267535,-0.0022011401555031423,-0.1312228765446114,564.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.0031908018235932804,115.6473259962344,146.68892053267535,-0.0022011401555031423,-0.1312228765446114,564.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.005999999999999998,170.00000000000006,152.66173151081696,-0.002587149313902953,-0.1348773937182371,1058.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.005999999999999998,170.00000000000006,152.66173151081696,-0.002587149313902953,-0.1348773937182371,1058.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.005999999999999998,170.00000000000006,152.66173151081696,-0.002587149313902953,-0.1348773937182371,1058.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.011282430558303694,249.89769327602986,152.835622137442,-0.0025269198591373865,-0.14098637606636014,1106.0,0.0
1.0,35.0,RSN126_GAZLI_GAZ000,-0.011282430558303694,249.89769327602986,152.835622137442,-0.0025269198591373865,-0.14098637606636014,1106.0,0.0
