state,IM,record,ecu,Vult,Vbmax,ect,ecb,uindex,convergence
1,40,RSN126_GAZLI_GAZ000,-0.00245674,170,150.0404741,-0.139686339,-0.131525332,777,0
1,40,RSN126_GAZLI_GAZ000,-0.0031908,115.647,150.0404741,-0.092835888,-0.113459033,564,0
1,40,RSN126_GAZLI_GAZ000,-0.0031908,249.898,150.0404741,-0.092835888,-0.113459033,944,0
1,40,RSN126_GAZLI_GAZ000,-0.006,98.5979,150.0404741,-0.003018905,-0.144035789,471,0
1,40,RSN126_GAZLI_GAZ000,-0.006,170,150.0404741,-0.003018905,-0.144035789,950,0
1,40,RSN126_GAZLI_GAZ000,-0.006,293.11,150.0404741,-0.003018905,-0.144035789,950,0
1,40,RSN126_GAZLI_GAZ000,-0.0112824,115.647,153.0518625,-0.00447658,-0.147256641,564,0
1,40,RSN126_GAZLI_GAZ000,-0.0112824,249.898,153.0518625,-0.00447658,-0.147256641,1108,0
1,40,RSN126_GAZLI_GAZ000,-0.0146535,170,153.0518625,-0.003792988,-0.15077491,1110,0
1,35,RSN126_GAZLI_GAZ000,-0.00245674,170,146.6889205,-0.002352548,-0.132829572,947,0
1,35,RSN126_GAZLI_GAZ000,-0.0031908,115.647,146.6889205,-0.00220114,-0.131222877,564,0
1,35,RSN126_GAZLI_GAZ000,-0.0031908,249.898,146.6889205,-0.00220114,-0.131222877,949,0
1,35,RSN126_GAZLI_GAZ000,-0.006,98.5979,152.6617315,-0.002587149,-0.134877394,474,0
1,35,RSN126_GAZLI_GAZ000,-0.006,170,152.6617315,-0.002587149,-0.134877394,1058,0
1,35,RSN126_GAZLI_GAZ000,-0.006,293.11,152.6617315,-0.002587149,-0.134877394,1058,0
1,35,RSN126_GAZLI_GAZ000,-0.0112824,115.647,152.8356221,-0.00252692,-0.140986376,564,0
1,35,RSN126_GAZLI_GAZ000,-0.0112824,249.898,152.8356221,-0.00252692,-0.140986376,1106,0
1,35,RSN126_GAZLI_GAZ000,-0.0146535,170,152.8356221,-0.002829933,-0.124912728,1108,FAILED
1,30,RSN126_GAZLI_GAZ000,-0.00245674,170,150.4199927,-0.001788637,-0.118241871,914,0
1,30,RSN126_GAZLI_GAZ000,-0.0031908,115.647,152.6839147,-0.12241069,-0.109190106,564,0
1,30,RSN126_GAZLI_GAZ000,-0.0031908,249.898,152.6839147,-0.12241069,-0.109190106,954,0
1,30,RSN126_GAZLI_GAZ000,-0.006,98.5979,152.6839147,-0.002183968,-0.13916844,479,0
1,30,RSN126_GAZLI_GAZ000,-0.006,170,152.6839147,-0.002183968,-0.13916844,1100,0
1,30,RSN126_GAZLI_GAZ000,-0.006,293.11,152.6839147,-0.002183968,-0.13916844,1100,0
1,30,RSN126_GAZLI_GAZ000,-0.0112824,115.647,152.6839147,-0.002122955,-0.112903177,564,0
1,30,RSN126_GAZLI_GAZ000,-0.0112824,249.898,152.6839147,-0.002122955,-0.112903177,1106,0
1,30,RSN126_GAZLI_GAZ000,-0.0146535,170,152.6839147,-0.002132609,-0.11285499,1109,0
1,25,RSN126_GAZLI_GAZ000,-0.00245674,170,150.171772,-0.001684155,-0.112123369,913,0
1,25,RSN126_GAZLI_GAZ000,-0.0031908,115.647,152.0221768,-0.001675353,-0.112000525,566,0
1,25,RSN126_GAZLI_GAZ000,-0.0031908,249.898,152.0221768,-0.001675353,-0.112000525,955,0
1,25,RSN126_GAZLI_GAZ000,-0.006,98.5979,152.0221768,-0.00194413,-0.113379158,558,0
1,25,RSN126_GAZLI_GAZ000,-0.006,170,152.0221768,-0.00194413,-0.113379158,1100,0
1,25,RSN126_GAZLI_GAZ000,-0.006,293.11,152.0221768,-0.00194413,-0.113379158,1100,0
1,25,RSN126_GAZLI_GAZ000,-0.0112824,115.647,152.0221768,-0.002030247,-0.100057496,566,0
1,25,RSN126_GAZLI_GAZ000,-0.0112824,249.898,152.0221768,-0.002030247,-0.100057496,1109,0
0,25,RSN126_GAZLI_GAZ000,-0.0146535,170,152.0221768,-0.001784523,-0.011047497,0,FAILED
1,20,RSN126_GAZLI_GAZ000,-0.00245674,170,146.9562763,-0.001469332,-0.099091234,951,0
1,20,RSN126_GAZLI_GAZ000,-0.0031908,115.647,149.6987564,-0.001536122,-0.103332237,659,0
1,20,RSN126_GAZLI_GAZ000,-0.0031908,249.898,149.6987564,-0.001536122,-0.103332237,1051,0
1,20,RSN126_GAZLI_GAZ000,-0.006,98.5979,152.6110076,-0.001781579,-0.093334352,559,0
1,20,RSN126_GAZLI_GAZ000,-0.006,170,152.6110076,-0.001781579,-0.093334352,1101,0
1,20,RSN126_GAZLI_GAZ000,-0.006,293.11,152.6110076,-0.001781579,-0.093334352,1101,0
1,20,RSN126_GAZLI_GAZ000,-0.0112824,115.647,152.7461838,-0.001807428,-0.026075888,659,0
1,20,RSN126_GAZLI_GAZ000,-0.0112824,249.898,152.7461838,-0.001807428,-0.026075888,1113,0
0,20,RSN126_GAZLI_GAZ000,-0.0146535,170,152.7461838,-0.0018228,-0.013184044,0,0
1,15,RSN126_GAZLI_GAZ000,-0.00245674,170,146.600554,-0.001528432,-0.093696263,1046,0
1,15,RSN126_GAZLI_GAZ000,-0.0031908,115.647,150.2766374,-0.001606858,-0.092641792,893,0
1,15,RSN126_GAZLI_GAZ000,-0.0031908,249.898,150.2766374,-0.001606858,-0.092641792,1090,0
1,15,RSN126_GAZLI_GAZ000,-0.006,98.5979,153.3141545,-0.001582314,-0.077677485,565,0
1,15,RSN126_GAZLI_GAZ000,-0.006,170,153.3141545,-0.001582314,-0.077677485,1099,0
1,15,RSN126_GAZLI_GAZ000,-0.006,293.11,153.3141545,-0.001582314,-0.077677485,1099,0
1,15,RSN126_GAZLI_GAZ000,-0.0112824,115.647,153.3529399,-0.001638503,-0.00729964,893,0
0,15,RSN126_GAZLI_GAZ000,-0.0112824,249.898,153.3529399,-0.001638503,-0.00729964,0,0
0,15,RSN126_GAZLI_GAZ000,-0.0146535,170,153.3529399,-0.001638503,-0.00729964,0,0
0,10,RSN126_GAZLI_GAZ000,-0.00245674,170,148.6090159,-0.001393623,-0.002098134,0,0
1,10,RSN126_GAZLI_GAZ000,-0.0031908,115.647,148.6090159,-0.001393623,-0.002098134,977,0
0,10,RSN126_GAZLI_GAZ000,-0.0031908,249.898,148.6090159,-0.001393623,-0.002098134,0,0
1,10,RSN126_GAZLI_GAZ000,-0.006,98.5979,148.6090159,-0.001393623,-0.002098134,886,0
0,10,RSN126_GAZLI_GAZ000,-0.006,170,148.6090159,-0.001393623,-0.002098134,0,0
0,10,RSN126_GAZLI_GAZ000,-0.006,293.11,148.6090159,-0.001393623,-0.002098134,0,0
1,10,RSN126_GAZLI_GAZ000,-0.0112824,115.647,148.6090159,-0.001393623,-0.002098134,977,0
0,10,RSN126_GAZLI_GAZ000,-0.0112824,249.898,148.6090159,-0.001393623,-0.002098134,0,0
0,10,RSN126_GAZLI_GAZ000,-0.0146535,170,148.6090159,-0.001393623,-0.002098134,0,0
0,5,RSN126_GAZLI_GAZ000,-0.00245674,170,121.205346,-0.001225689,-0.001058113,0,0
1,5,RSN126_GAZLI_GAZ000,-0.0031908,115.647,121.205346,-0.001225689,-0.001058113,1306,0
0,5,RSN126_GAZLI_GAZ000,-0.0031908,249.898,121.205346,-0.001225689,-0.001058113,0,0
1,5,RSN126_GAZLI_GAZ000,-0.006,98.5979,121.205346,-0.001225689,-0.001058113,973,0
0,5,RSN126_GAZLI_GAZ000,-0.006,170,121.205346,-0.001225689,-0.001058113,0,0
0,5,RSN126_GAZLI_GAZ000,-0.006,293.11,121.205346,-0.001225689,-0.001058113,0,0
1,5,RSN126_GAZLI_GAZ000,-0.0112824,115.647,121.205346,-0.001225689,-0.001058113,1306,0
0,5,RSN126_GAZLI_GAZ000,-0.0112824,249.898,121.205346,-0.001225689,-0.001058113,0,0
0,5,RSN126_GAZLI_GAZ000,-0.0146535,170,121.205346,-0.001225689,-0.001058113,0,0
1,40,RSN461_MORGAN_HVR240,-0.00245674,170,149.7910992,-0.00232658,-0.118114253,397,FAILED
1,40,RSN461_MORGAN_HVR240,-0.0031908,115.647,152.2942382,-0.001752324,-0.108434824,387,FAILED
1,40,RSN461_MORGAN_HVR240,-0.0031908,249.898,152.2942382,-0.001752324,-0.108434824,400,FAILED
1,40,RSN461_MORGAN_HVR240,-0.006,98.5979,154.2302576,-0.108469114,-0.148168202,385,0
1,40,RSN461_MORGAN_HVR240,-0.006,170,154.2302576,-0.108469114,-0.148168202,408,0
1,40,RSN461_MORGAN_HVR240,-0.006,293.11,154.2302576,-0.108469114,-0.148168202,408,0
1,40,RSN461_MORGAN_HVR240,-0.0112824,115.647,154.2302576,-0.113461578,-0.132291482,387,0
1,40,RSN461_MORGAN_HVR240,-0.0112824,249.898,154.2302576,-0.113461578,-0.132291482,580,0
1,40,RSN461_MORGAN_HVR240,-0.0146535,170,154.2302576,-0.102646895,-0.123884632,589,0
1,35,RSN461_MORGAN_HVR240,-0.00245674,170,149.962939,-0.002318357,-0.113156147,399,FAILED
1,35,RSN461_MORGAN_HVR240,-0.0031908,115.647,152.0396328,-0.104345607,-0.13411475,387,0
1,35,RSN461_MORGAN_HVR240,-0.0031908,249.898,152.0396328,-0.104345607,-0.13411475,402,0
1,35,RSN461_MORGAN_HVR240,-0.006,98.5979,154.2225729,-0.001587995,-0.035924936,385,FAILED
1,35,RSN461_MORGAN_HVR240,-0.006,170,154.2225729,-0.001587995,-0.035924936,414,FAILED
1,35,RSN461_MORGAN_HVR240,-0.006,293.11,154.2225729,-0.001587995,-0.035924936,414,FAILED
1,35,RSN461_MORGAN_HVR240,-0.0112824,115.647,154.2225729,-0.011108189,-0.064809427,387,FAILED
1,35,RSN461_MORGAN_HVR240,-0.0112824,249.898,154.2225729,-0.011108189,-0.064809427,2092,FAILED
1,35,RSN461_MORGAN_HVR240,-0.0146535,170,154.2225729,-0.01438264,-0.06279279,2095,FAILED
1,30,RSN461_MORGAN_HVR240,-0.00245674,170,150.1016815,-0.094935513,-0.125662535,402,0
1,30,RSN461_MORGAN_HVR240,-0.0031908,115.647,152.4477534,-0.087794075,-0.123068514,388,0
1,30,RSN461_MORGAN_HVR240,-0.0031908,249.898,152.4477534,-0.087794075,-0.123068514,407,0
1,30,RSN461_MORGAN_HVR240,-0.006,98.5979,154.1959339,-0.091427182,-0.108685482,385,0
1,30,RSN461_MORGAN_HVR240,-0.006,170,154.1959339,-0.091427182,-0.108685482,2088,0
1,30,RSN461_MORGAN_HVR240,-0.006,293.11,154.1959339,-0.091427182,-0.108685482,2088,0
1,30,RSN461_MORGAN_HVR240,-0.0112824,115.647,154.1959339,-0.009988922,-0.097012385,388,0
1,30,RSN461_MORGAN_HVR240,-0.0112824,249.898,154.1959339,-0.009988922,-0.097012385,2096,0
1,30,RSN461_MORGAN_HVR240,-0.0146535,170,154.1959339,-0.00525503,-0.095342659,2098,0
1,25,RSN461_MORGAN_HVR240,-0.00245674,170,150.033597,-0.002456383,-0.116538081,407,FAILED
1,25,RSN461_MORGAN_HVR240,-0.0031908,115.647,152.1468359,-0.002242002,-0.11410283,389,0
1,25,RSN461_MORGAN_HVR240,-0.0031908,249.898,152.1468359,-0.002242002,-0.11410283,552,0
1,25,RSN461_MORGAN_HVR240,-0.006,98.5979,152.1468359,-0.002263228,-0.090435906,386,0
1,25,RSN461_MORGAN_HVR240,-0.006,170,152.1468359,-0.002263228,-0.090435906,2093,0
1,25,RSN461_MORGAN_HVR240,-0.006,293.11,152.1468359,-0.002263228,-0.090435906,2093,0
1,25,RSN461_MORGAN_HVR240,-0.0112824,115.647,152.1468359,-0.00218155,-0.09381134,389,0
1,25,RSN461_MORGAN_HVR240,-0.0112824,249.898,152.1468359,-0.00218155,-0.09381134,2098,0
1,25,RSN461_MORGAN_HVR240,-0.0146535,170,152.1468359,-0.002149728,-0.035346685,2105,0
1,20,RSN461_MORGAN_HVR240,-0.00245674,170,148.0055202,-0.001895853,-0.105740707,798,0
1,20,RSN461_MORGAN_HVR240,-0.0031908,115.647,148.0055202,-0.001792673,-0.081563101,391,0
1,20,RSN461_MORGAN_HVR240,-0.0031908,249.898,148.0055202,-0.001792673,-0.081563101,2088,0
1,20,RSN461_MORGAN_HVR240,-0.006,98.5979,152.7416301,-0.001731099,-0.076457671,387,0
1,20,RSN461_MORGAN_HVR240,-0.006,170,152.7416301,-0.001731099,-0.076457671,2099,0
1,20,RSN461_MORGAN_HVR240,-0.006,293.11,152.7416301,-0.001731099,-0.076457671,2099,0
1,20,RSN461_MORGAN_HVR240,-0.0112824,115.647,153.0220312,-0.001734632,-0.018942603,391,0
1,20,RSN461_MORGAN_HVR240,-0.0112824,249.898,153.0220312,-0.001734632,-0.018942603,2192,0
0,20,RSN461_MORGAN_HVR240,-0.0146535,170,153.0220312,-0.001734632,-0.011995647,0,0
1,15,RSN461_MORGAN_HVR240,-0.00245674,170,149.3703036,-0.001560534,-0.072886762,2095,0
1,15,RSN461_MORGAN_HVR240,-0.0031908,115.647,152.5926351,-0.001529616,-0.070586922,394,0
1,15,RSN461_MORGAN_HVR240,-0.0031908,249.898,152.5926351,-0.001529616,-0.070586922,2100,0
1,15,RSN461_MORGAN_HVR240,-0.006,98.5979,154.658954,-0.001591709,-0.014348917,389,0
1,15,RSN461_MORGAN_HVR240,-0.006,170,154.658954,-0.001591709,-0.014348917,2192,0
1,15,RSN461_MORGAN_HVR240,-0.006,293.11,154.658954,-0.001591709,-0.014348917,2192,0
1,15,RSN461_MORGAN_HVR240,-0.0112824,115.647,154.658954,-0.001604434,-0.006362327,394,0
0,15,RSN461_MORGAN_HVR240,-0.0112824,249.898,154.658954,-0.001604434,-0.006362327,0,0
0,15,RSN461_MORGAN_HVR240,-0.0146535,170,154.658954,-0.001604434,-0.006362327,0,0
1,10,RSN461_MORGAN_HVR240,-0.00245674,170,149.7707824,-0.001551735,-0.06580203,2089,0
1,10,RSN461_MORGAN_HVR240,-0.0031908,115.647,152.5506055,-0.001516875,-0.07119812,401,0
1,10,RSN461_MORGAN_HVR240,-0.0031908,249.898,152.5506055,-0.001516875,-0.07119812,2094,0
1,10,RSN461_MORGAN_HVR240,-0.006,98.5979,154.6406662,-0.001563607,-0.005410876,393,0
0,10,RSN461_MORGAN_HVR240,-0.006,170,154.6406662,-0.001563607,-0.005410876,0,0
0,10,RSN461_MORGAN_HVR240,-0.006,293.11,154.6406662,-0.001563607,-0.005410876,0,0
1,10,RSN461_MORGAN_HVR240,-0.0112824,115.647,154.6406662,-0.001563607,-0.005410876,401,0
0,10,RSN461_MORGAN_HVR240,-0.0112824,249.898,154.6406662,-0.001563607,-0.005410876,0,0
0,10,RSN461_MORGAN_HVR240,-0.0146535,170,154.6406662,-0.001563607,-0.005410876,0,0
0,5,RSN461_MORGAN_HVR240,-0.00245674,170,144.7954102,-0.001350962,-0.001721337,0,0
1,5,RSN461_MORGAN_HVR240,-0.0031908,115.647,144.7954102,-0.001350962,-0.001721337,1634,0
0,5,RSN461_MORGAN_HVR240,-0.0031908,249.898,144.7954102,-0.001350962,-0.001721337,0,0
1,5,RSN461_MORGAN_HVR240,-0.006,98.5979,144.7954102,-0.001350962,-0.001721337,409,0
0,5,RSN461_MORGAN_HVR240,-0.006,170,144.7954102,-0.001350962,-0.001721337,0,0
