state,IM,record,ecu,Vult,Vbmax,ect,ecb,uindex,convergence,ecu_alpha,Vult_alpha
1,10,RSN518_PALMSPR_FVR045,-0.006019,174.4819,153.2872887,-0.001794065,-0.076748336,820,0,0,0
1,10,RSN518_PALMSPR_FVR045,-0.006019,218.3598,153.2872887,-0.001794065,-0.076748336,820,0,0,1.414
1,10,RSN518_PALMSPR_FVR045,-0.008243,137.1152,153.2872887,-0.001699657,-0.017935565,648,0,1,-1
1,10,RSN518_PALMSPR_FVR045,-0.008243,205.5083,153.2872887,-0.001699657,-0.017935565,826,0,1,1
1,10,RSN518_PALMSPR_FVR045,-0.009164,174.4819,153.2872887,-0.00171877,-0.016533715,828,0,1.414,0
1,5,RSN518_PALMSPR_FVR045,-0.003667,174.4819,147.784859,-0.001397044,-0.002546131,0,0,-1.414,0
1,5,RSN518_PALMSPR_FVR045,-0.004356,137.1152,147.784859,-0.001397044,-0.002546131,784,0,-1,-1
0,5,RSN518_PALMSPR_FVR045,-0.004356,205.5083,147.784859,-0.001397044,-0.002546131,0,0,-1,1
1,5,RSN518_PALMSPR_FVR045,-0.006019,121.6374,147.784859,-0.001397044,-0.002546131,647,0,0,-1.414
0,5,RSN518_PALMSPR_FVR045,-0.006019,174.4819,147.784859,-0.001397044,-0.002546131,0,0,0,0
0,5,RSN518_PALMSPR_FVR045,-0.006019,218.3598,147.784859,-0.001397044,-0.002546131,0,0,0,1.414
1,5,RSN518_PALMSPR_FVR045,-0.008243,137.1152,147.784859,-0.001397044,-0.002546131,784,0,1,-1
0,5,RSN518_PALMSPR_FVR045,-0.008243,205.5083,147.784859,-0.001397044,-0.002546131,0,0,1,1
0,5,RSN518_PALMSPR_FVR045,-0.009164,174.4819,147.784859,-0.001397044,-0.002546131,0,0,1.414,0
1,40,RSN599_WHITTIER.A_A-FLO020,-0.003667,174.4819,152.247778,-0.126082272,-0.136078367,0,0,-1.414,0
1,40,RSN599_WHITTIER.A_A-FLO020,-0.004356,137.1152,152.9294439,-0.137778342,-0.145146873,899,0,-1,-1
1,40,RSN599_WHITTIER.A_A-FLO020,-0.004356,205.5083,152.9294439,-0.137778342,-0.145146873,906,0,-1,1
1,40,RSN599_WHITTIER.A_A-FLO020,-0.006019,121.6374,153.5006047,-0.109900422,-0.124660448,897,0,0,-1.414
1,40,RSN599_WHITTIER.A_A-FLO020,-0.006019,174.4819,153.5006047,-0.109900422,-0.124660448,908,0,0,0
