state,IM,record,ecu,Vult,Vbmax,ect,ecb,uindex,convergence,ecu_alpha,Vult_alpha,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.007526163,170,153.5006047,-0.106489236,-0.123185433,909,0,0.666666667,0,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.00944052,170,153.5006047,-0.004680048,-0.05834661,910,FAILED,1.333333333,0,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.011841815,170,153.5006047,-0.004336025,-0.055435996,912,FAILED,2,0,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.003040074,193.9938719,151.2776033,-0.128209433,-0.136544484,904,0,-2,0.666666667,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.003813349,193.9938719,152.247778,-0.126952148,-0.136912505,905,0,-1.333333333,0.666666667,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.004783314,193.9938719,152.9294439,-0.134674477,-0.146047556,906,0,-0.666666667,0.666666667,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.006,193.9938719,153.5006047,-0.109907527,-0.124683547,908,0,0,0.666666667,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.007526163,193.9938719,153.5006047,-0.106489236,-0.123185433,909,0,0.666666667,0.666666667,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.00944052,193.9938719,153.5006047,-0.004680048,-0.05834661,910,FAILED,1.333333333,0.666666667,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.011841815,193.9938719,153.5006047,-0.004336025,-0.055435996,912,FAILED,2,0.666666667,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.003040074,221.3742491,151.2776033,-0.128209433,-0.136544484,904,0,-2,1.333333333,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.003813349,221.3742491,152.247778,-0.126952148,-0.136912505,905,0,-1.333333333,1.333333333,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.004783314,221.3742491,152.9294439,-0.134674477,-0.146047556,906,0,-0.666666667,1.333333333,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.006,221.3742491,153.5006047,-0.109907527,-0.124683547,908,0,0,1.333333333,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.007526163,221.3742491,153.5006047,-0.106489236,-0.123185433,909,0,0.666666667,1.333333333,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.00944052,221.3742491,153.5006047,-0.004680048,-0.05834661,910,FAILED,1.333333333,1.333333333,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.011841815,221.3742491,153.5006047,-0.004336025,-0.055435996,912,FAILED,2,1.333333333,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.003040074,252.6191044,151.2776033,-0.128209433,-0.136544484,904,0,-2,2,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.003813349,252.6191044,152.247778,-0.126952148,-0.136912505,905,0,-1.333333333,2,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.004783314,252.6191044,152.9294439,-0.134674477,-0.146047556,906,0,-0.666666667,2,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.006,252.6191044,153.5006047,-0.109907527,-0.124683547,908,0,0,2,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.007526163,252.6191044,153.5006047,-0.106489236,-0.123185433,909,0,0.666666667,2,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.00944052,252.6191044,153.5006047,-0.004680048,-0.05834661,910,FAILED,1.333333333,2,
1,40,RSN599_WHITTIER.A_A-FLO020,-0.011841815,252.6191044,153.5006047,-0.004336025,-0.055435996,912,FAILED,2,2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003040074,114.4014823,151.3271803,-0.116572666,-0.126777766,895,0,-2,-2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003813349,114.4014823,153.1292496,-0.003583903,-0.107603741,895,FAILED,-1.333333333,-2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.004783314,114.4014823,153.6531253,-0.099870196,-0.114726821,895,0,-0.666666667,-2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.006,114.4014823,154.1124388,-0.002520853,-0.102170573,895,0,0,-2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.007526163,114.4014823,154.1124388,-0.002480315,-0.101297548,895,0,0.666666667,-2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.00944052,114.4014823,154.1124388,-0.002435262,-0.100665304,895,0,1.333333333,-2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.011841815,114.4014823,154.1124388,-0.00299237,-0.096043348,895,0,2,-2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003040074,130.5481559,151.3271803,-0.116572666,-0.126777766,897,0,-2,-1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003813349,130.5481559,153.1292496,-0.003583903,-0.107603741,897,FAILED,-1.333333333,-1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.004783314,130.5481559,153.6531253,-0.099870196,-0.114726821,897,0,-0.666666667,-1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.006,130.5481559,154.1124388,-0.002520853,-0.102170573,897,0,0,-1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.007526163,130.5481559,154.1124388,-0.002480315,-0.101297548,897,0,0.666666667,-1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.00944052,130.5481559,154.1124388,-0.002435262,-0.100665304,897,0,1.333333333,-1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.011841815,130.5481559,154.1124388,-0.00299237,-0.096043348,897,0,2,-1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003040074,148.9737779,151.3271803,-0.116572666,-0.126777766,902,0,-2,-0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003813349,148.9737779,153.1292496,-0.003583903,-0.107603741,902,FAILED,-1.333333333,-0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.004783314,148.9737779,153.6531253,-0.099870196,-0.114726821,902,0,-0.666666667,-0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.006,148.9737779,154.1124388,-0.002520853,-0.102170573,902,0,0,-0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.007526163,148.9737779,154.1124388,-0.002480315,-0.101297548,902,0,0.666666667,-0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.00944052,148.9737779,154.1124388,-0.002435262,-0.100665304,902,0,1.333333333,-0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.011841815,148.9737779,154.1124388,-0.00299237,-0.096043348,902,0,2,-0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003040074,170,151.3271803,-0.116572666,-0.126777766,904,0,-2,0,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003813349,170,153.1292496,-0.003583903,-0.107603741,906,FAILED,-1.333333333,0,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.004783314,170,153.6531253,-0.099870196,-0.114726821,907,0,-0.666666667,0,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.006,170,154.1124388,-0.002520853,-0.102170573,909,0,0,0,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.007526163,170,154.1124388,-0.002480315,-0.101297548,911,0,0.666666667,0,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.00944052,170,154.1124388,-0.002435262,-0.100665304,912,0,1.333333333,0,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.011841815,170,154.1124388,-0.00299237,-0.096043348,914,0,2,0,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003040074,193.9938719,151.3271803,-0.116572666,-0.126777766,904,0,-2,0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003813349,193.9938719,153.1292496,-0.003583903,-0.107603741,906,FAILED,-1.333333333,0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.004783314,193.9938719,153.6531253,-0.099870196,-0.114726821,907,0,-0.666666667,0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.006,193.9938719,154.1124388,-0.002520853,-0.102170573,909,0,0,0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.007526163,193.9938719,154.1124388,-0.002480315,-0.101297548,911,0,0.666666667,0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.00944052,193.9938719,154.1124388,-0.002435262,-0.100665304,912,0,1.333333333,0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.011841815,193.9938719,154.1124388,-0.00299237,-0.096043348,914,0,2,0.666666667,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003040074,221.3742491,151.3271803,-0.116572666,-0.126777766,904,0,-2,1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003813349,221.3742491,153.1292496,-0.003583903,-0.107603741,906,FAILED,-1.333333333,1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.004783314,221.3742491,153.6531253,-0.099870196,-0.114726821,907,0,-0.666666667,1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.006,221.3742491,154.1124388,-0.002520853,-0.102170573,909,0,0,1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.007526163,221.3742491,154.1124388,-0.002480315,-0.101297548,911,0,0.666666667,1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.00944052,221.3742491,154.1124388,-0.002435262,-0.100665304,912,0,1.333333333,1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.011841815,221.3742491,154.1124388,-0.00299237,-0.096043348,914,0,2,1.333333333,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003040074,252.6191044,151.3271803,-0.116572666,-0.126777766,904,0,-2,2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.003813349,252.6191044,153.1292496,-0.003583903,-0.107603741,906,FAILED,-1.333333333,2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.004783314,252.6191044,153.6531253,-0.099870196,-0.114726821,907,0,-0.666666667,2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.006,252.6191044,154.1124388,-0.002520853,-0.102170573,909,0,0,2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.007526163,252.6191044,154.1124388,-0.002480315,-0.101297548,911,0,0.666666667,2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.00944052,252.6191044,154.1124388,-0.002435262,-0.100665304,912,0,1.333333333,2,
1,35,RSN599_WHITTIER.A_A-FLO020,-0.011841815,252.6191044,154.1124388,-0.00299237,-0.096043348,914,0,2,2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003040074,114.4014823,152.415476,-0.002388653,-0.100739578,895,0,-2,-2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003813349,114.4014823,154.056627,-0.002832623,-0.103355914,895,0,-1.333333333,-2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.004783314,114.4014823,154.5763484,-0.002103959,-0.093928875,895,0,-0.666666667,-2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.006,114.4014823,154.7629549,-0.00208094,-0.094456336,895,0,0,-2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.007526163,114.4014823,154.7629549,-0.00203899,-0.098097541,895,0,0.666666667,-2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.00944052,114.4014823,154.7629549,-0.002118613,-0.089138019,895,0,1.333333333,-2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.011841815,114.4014823,154.7629549,-0.002069747,-0.088298994,895,0,2,-2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003040074,130.5481559,152.415476,-0.002388653,-0.100739578,897,0,-2,-1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003813349,130.5481559,154.056627,-0.002832623,-0.103355914,897,0,-1.333333333,-1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.004783314,130.5481559,154.5763484,-0.002103959,-0.093928875,897,0,-0.666666667,-1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.006,130.5481559,154.7629549,-0.00208094,-0.094456336,897,0,0,-1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.007526163,130.5481559,154.7629549,-0.00203899,-0.098097541,897,0,0.666666667,-1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.00944052,130.5481559,154.7629549,-0.002118613,-0.089138019,897,0,1.333333333,-1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.011841815,130.5481559,154.7629549,-0.002069747,-0.088298994,897,0,2,-1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003040074,148.9737779,152.415476,-0.002388653,-0.100739578,902,0,-2,-0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003813349,148.9737779,154.056627,-0.002832623,-0.103355914,902,0,-1.333333333,-0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.004783314,148.9737779,154.5763484,-0.002103959,-0.093928875,902,0,-0.666666667,-0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.006,148.9737779,154.7629549,-0.00208094,-0.094456336,902,0,0,-0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.007526163,148.9737779,154.7629549,-0.00203899,-0.098097541,902,0,0.666666667,-0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.00944052,148.9737779,154.7629549,-0.002118613,-0.089138019,902,0,1.333333333,-0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.011841815,148.9737779,154.7629549,-0.002069747,-0.088298994,902,0,2,-0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003040074,170,152.415476,-0.002388653,-0.100739578,905,0,-2,0,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003813349,170,154.056627,-0.002832623,-0.103355914,907,0,-1.333333333,0,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.004783314,170,154.5763484,-0.002103959,-0.093928875,908,0,-0.666666667,0,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.006,170,154.7629549,-0.00208094,-0.094456336,910,0,0,0,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.007526163,170,154.7629549,-0.00203899,-0.098097541,912,0,0.666666667,0,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.00944052,170,154.7629549,-0.002118613,-0.089138019,913,0,1.333333333,0,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.011841815,170,154.7629549,-0.002069747,-0.088298994,916,0,2,0,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003040074,193.9938719,152.415476,-0.002388653,-0.100739578,905,0,-2,0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003813349,193.9938719,154.056627,-0.002832623,-0.103355914,907,0,-1.333333333,0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.004783314,193.9938719,154.5763484,-0.002103959,-0.093928875,908,0,-0.666666667,0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.006,193.9938719,154.7629549,-0.00208094,-0.094456336,910,0,0,0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.007526163,193.9938719,154.7629549,-0.00203899,-0.098097541,912,0,0.666666667,0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.00944052,193.9938719,154.7629549,-0.002118613,-0.089138019,913,0,1.333333333,0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.011841815,193.9938719,154.7629549,-0.002069747,-0.088298994,916,0,2,0.666666667,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003040074,221.3742491,152.415476,-0.002388653,-0.100739578,905,0,-2,1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003813349,221.3742491,154.056627,-0.002832623,-0.103355914,907,0,-1.333333333,1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.004783314,221.3742491,154.5763484,-0.002103959,-0.093928875,908,0,-0.666666667,1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.006,221.3742491,154.7629549,-0.00208094,-0.094456336,910,0,0,1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.007526163,221.3742491,154.7629549,-0.00203899,-0.098097541,912,0,0.666666667,1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.00944052,221.3742491,154.7629549,-0.002118613,-0.089138019,913,0,1.333333333,1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.011841815,221.3742491,154.7629549,-0.002069747,-0.088298994,916,0,2,1.333333333,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003040074,252.6191044,152.415476,-0.002388653,-0.100739578,905,0,-2,2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.003813349,252.6191044,154.056627,-0.002832623,-0.103355914,907,0,-1.333333333,2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.004783314,252.6191044,154.5763484,-0.002103959,-0.093928875,908,0,-0.666666667,2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.006,252.6191044,154.7629549,-0.00208094,-0.094456336,910,0,0,2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.007526163,252.6191044,154.7629549,-0.00203899,-0.098097541,912,0,0.666666667,2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.00944052,252.6191044,154.7629549,-0.002118613,-0.089138019,913,0,1.333333333,2,
1,30,RSN599_WHITTIER.A_A-FLO020,-0.011841815,252.6191044,154.7629549,-0.002069747,-0.088298994,916,0,2,2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003040074,114.4014823,152.0713686,-0.001838913,-0.098120641,894,0,-2,-2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003813349,114.4014823,153.5440305,-0.001819866,-0.096797153,894,0,-1.333333333,-2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.004783314,114.4014823,154.6580495,-0.001791446,-0.096122894,894,0,-0.666666667,-2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.006,114.4014823,154.6580495,-0.001775943,-0.089866645,894,0,0,-2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.007526163,114.4014823,154.6580495,-0.001774744,-0.083145151,894,0,0.666666667,-2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.00944052,114.4014823,154.6580495,-0.001786937,-0.082751852,894,0,1.333333333,-2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.011841815,114.4014823,154.6580495,-0.00179836,-0.027135948,894,0,2,-2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003040074,130.5481559,152.0713686,-0.001838913,-0.098120641,897,0,-2,-1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003813349,130.5481559,153.5440305,-0.001819866,-0.096797153,897,0,-1.333333333,-1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.004783314,130.5481559,154.6580495,-0.001791446,-0.096122894,897,0,-0.666666667,-1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.006,130.5481559,154.6580495,-0.001775943,-0.089866645,897,0,0,-1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.007526163,130.5481559,154.6580495,-0.001774744,-0.083145151,897,0,0.666666667,-1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.00944052,130.5481559,154.6580495,-0.001786937,-0.082751852,897,0,1.333333333,-1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.011841815,130.5481559,154.6580495,-0.00179836,-0.027135948,897,0,2,-1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003040074,148.9737779,152.0713686,-0.001838913,-0.098120641,903,0,-2,-0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003813349,148.9737779,153.5440305,-0.001819866,-0.096797153,903,0,-1.333333333,-0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.004783314,148.9737779,154.6580495,-0.001791446,-0.096122894,903,0,-0.666666667,-0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.006,148.9737779,154.6580495,-0.001775943,-0.089866645,903,0,0,-0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.007526163,148.9737779,154.6580495,-0.001774744,-0.083145151,903,0,0.666666667,-0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.00944052,148.9737779,154.6580495,-0.001786937,-0.082751852,903,0,1.333333333,-0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.011841815,148.9737779,154.6580495,-0.00179836,-0.027135948,903,0,2,-0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003040074,170,152.0713686,-0.001838913,-0.098120641,906,0,-2,0,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003813349,170,153.5440305,-0.001819866,-0.096797153,908,0,-1.333333333,0,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.004783314,170,154.6580495,-0.001791446,-0.096122894,911,0,-0.666666667,0,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.006,170,154.6580495,-0.001775943,-0.089866645,913,0,0,0,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.007526163,170,154.6580495,-0.001774744,-0.083145151,916,0,0.666666667,0,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.00944052,170,154.6580495,-0.001786937,-0.082751852,917,0,1.333333333,0,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.011841815,170,154.6580495,-0.00179836,-0.027135948,922,0,2,0,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003040074,193.9938719,152.0713686,-0.001838913,-0.098120641,906,0,-2,0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003813349,193.9938719,153.5440305,-0.001819866,-0.096797153,908,0,-1.333333333,0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.004783314,193.9938719,154.6580495,-0.001791446,-0.096122894,911,0,-0.666666667,0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.006,193.9938719,154.6580495,-0.001775943,-0.089866645,913,0,0,0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.007526163,193.9938719,154.6580495,-0.001774744,-0.083145151,916,0,0.666666667,0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.00944052,193.9938719,154.6580495,-0.001786937,-0.082751852,917,0,1.333333333,0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.011841815,193.9938719,154.6580495,-0.00179836,-0.027135948,922,0,2,0.666666667,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003040074,221.3742491,152.0713686,-0.001838913,-0.098120641,906,0,-2,1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003813349,221.3742491,153.5440305,-0.001819866,-0.096797153,908,0,-1.333333333,1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.004783314,221.3742491,154.6580495,-0.001791446,-0.096122894,911,0,-0.666666667,1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.006,221.3742491,154.6580495,-0.001775943,-0.089866645,913,0,0,1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.007526163,221.3742491,154.6580495,-0.001774744,-0.083145151,916,0,0.666666667,1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.00944052,221.3742491,154.6580495,-0.001786937,-0.082751852,917,0,1.333333333,1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.011841815,221.3742491,154.6580495,-0.00179836,-0.027135948,922,0,2,1.333333333,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003040074,252.6191044,152.0713686,-0.001838913,-0.098120641,906,0,-2,2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.003813349,252.6191044,153.5440305,-0.001819866,-0.096797153,908,0,-1.333333333,2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.004783314,252.6191044,154.6580495,-0.001791446,-0.096122894,911,0,-0.666666667,2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.006,252.6191044,154.6580495,-0.001775943,-0.089866645,913,0,0,2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.007526163,252.6191044,154.6580495,-0.001774744,-0.083145151,916,0,0.666666667,2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.00944052,252.6191044,154.6580495,-0.001786937,-0.082751852,917,0,1.333333333,2,
1,25,RSN599_WHITTIER.A_A-FLO020,-0.011841815,252.6191044,154.6580495,-0.00179836,-0.027135948,922,0,2,2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003040074,114.4014823,152.2812996,-0.001580616,-0.091739318,894,0,-2,-2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003813349,114.4014823,153.7770651,-0.001565859,-0.089331239,894,0,-1.333333333,-2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.004783314,114.4014823,154.4933948,-0.001603128,-0.079893549,894,0,-0.666666667,-2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.006,114.4014823,154.4933948,-0.001578514,-0.079416947,894,0,0,-2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.007526163,114.4014823,154.4933948,-0.001637458,-0.028506548,894,0,0.666666667,-2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.00944052,114.4014823,154.4933948,-0.001655709,-0.0081556,894,0,1.333333333,-2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.011841815,114.4014823,154.4933948,-0.001655709,-0.0081556,894,0,2,-2,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003040074,130.5481559,152.2812996,-0.001580616,-0.091739318,897,0,-2,-1.333333333,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003813349,130.5481559,153.7770651,-0.001565859,-0.089331239,897,0,-1.333333333,-1.333333333,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.004783314,130.5481559,154.4933948,-0.001603128,-0.079893549,897,0,-0.666666667,-1.333333333,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.006,130.5481559,154.4933948,-0.001578514,-0.079416947,897,0,0,-1.333333333,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.007526163,130.5481559,154.4933948,-0.001637458,-0.028506548,897,0,0.666666667,-1.333333333,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.00944052,130.5481559,154.4933948,-0.001655709,-0.0081556,897,0,1.333333333,-1.333333333,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.011841815,130.5481559,154.4933948,-0.001655709,-0.0081556,897,0,2,-1.333333333,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003040074,148.9737779,152.2812996,-0.001580616,-0.091739318,905,0,-2,-0.666666667,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003813349,148.9737779,153.7770651,-0.001565859,-0.089331239,905,0,-1.333333333,-0.666666667,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.004783314,148.9737779,154.4933948,-0.001603128,-0.079893549,905,0,-0.666666667,-0.666666667,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.006,148.9737779,154.4933948,-0.001578514,-0.079416947,905,0,0,-0.666666667,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.007526163,148.9737779,154.4933948,-0.001637458,-0.028506548,905,0,0.666666667,-0.666666667,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.00944052,148.9737779,154.4933948,-0.001655709,-0.0081556,905,0,1.333333333,-0.666666667,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.011841815,148.9737779,154.4933948,-0.001655709,-0.0081556,905,0,2,-0.666666667,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003040074,170,152.2812996,-0.001580616,-0.091739318,909,0,-2,0,
1,20,RSN599_WHITTIER.A_A-FLO020,-0.003813349,170,153.7770651,-0.001565859,-0.089331239,912,0,-1.333333333,0,
